,work_year,early_return_amount,issue_date_dayofweek,pub_dero_bankrup,region,f2,f0,employer_type,total_loan,house_exist,recircle_b,del_in_18month,loan_id,initial_list_status,scoring_high,f3,scoring_low,earlies_to_current_mon,earliesCreditYear,year_of_loan,earliesCreditMon,censor_status,early_return,isDefault,monthly_payment,title,early_return_amount_3mon,industry,interest,class,use,f4,issue_date_month,recircle_u,user_id,post_code,debt_loan_ratio
7846,-1,279,3,0.0,17,8.0,10.0,4,5318.181818,2,22418.30769,0,1047176,0,897.2727273,20.0,769.0909091,6969,1996,3,9,0,3,0,195.75,0,27.9,10,5.852,1,0,17.0,10,66.3,247176,657,12.89090909
7847,-1,0,2,0.0,8,7.0,11.0,4,14000.0,0,22421.53846,0,1027943,1,900.0,19.0,720.0,11322,1984,3,7,1,0,0,489.51,0,0.0,11,17.171,4,0,11.0,7,77.30769231,227943,139,5.81
7848,10,0,3,0.0,0,7.0,3.0,4,33775.0,0,22429.07692,0,1029182,0,705.6818182,17.0,564.5454545,9862,1990,3,6,2,0,0,1187.77,0,0.0,2,17.622,3,0,6.0,6,96.46153846,229182,138,45.76363636
7849,0,1765,0,0.0,21,2.0,7.0,3,8509.090909,2,22436.53846,0,1018977,1,624.8863636,17.0,576.8181818,2952,2004,3,9,0,3,0,225.29,0,0.0,1,7.11,1,0,8.0,10,44.95384615,218977,108,21.79090909
7850,1,3176,4,0.0,6,9.0,5.0,4,18909.09091,2,22453.84615,0,1009714,0,910.0,13.0,780.0,4049,2003,3,7,1,1,0,695.74,0,317.6,8,13.739,2,0,4.0,8,39.30769231,209714,131,30.22363636
7851,7,4304,6,0.0,3,7.0,5.0,4,14215.90909,0,22461.38462,0,1039445,0,658.6363636,16.0,564.5454545,3897,2005,5,3,1,0,0,407.27,5,0.0,11,12.897,3,2,14.0,11,58.6,239445,176,22.42636364
7852,-1,258,5,0.0,9,9.0,8.0,4,7090.909091,0,22466.76923,0,1020890,0,799.1666667,10.0,685.0,5844,2001,3,4,2,3,0,201.42,0,77.4,3,14.014,3,0,8.0,4,64.70769231,220890,516,24.04636364
7853,3,0,3,0.0,2,3.0,7.0,4,19309.09091,1,22466.76923,0,1005438,0,669.2045455,30.0,617.7272727,7731,1994,3,8,0,0,0,533.04,4,0.0,11,4.788,1,4,17.0,10,38.44615385,205438,311,20.12727273
7854,0,0,2,0.0,1,10.0,7.0,3,19650.0,1,22468.84615,4,1018310,0,650.0,11.0,600.0,3499,2005,3,12,0,0,0,700.48,0,0.0,13,15.291,4,0,7.0,7,83.9,218310,1,36.4
7855,3,8525,1,0.0,38,2.0,7.0,3,20945.45455,0,22475.0,0,1023473,0,705.6818182,13.0,564.5454545,7274,1994,3,8,0,3,0,642.22,0,852.5,12,11.241,2,0,9.0,7,76.4,223473,126,28.41818182
7856,10,1617,6,0.0,7,4.0,8.0,3,15000.0,2,22480.38462,0,1030555,0,859.0909091,21.0,736.3636364,5265,2001,3,12,0,2,0,489.31,5,161.7,13,10.75,2,2,12.0,5,40.70769231,230555,477,6.618181818
7857,0,1404,1,0.0,0,12.0,7.0,1,35000.0,0,22487.0,0,1019848,1,704.1666667,24.0,650.0,4383,2002,5,7,1,1,0,907.73,0,140.4,11,17.091,5,0,13.0,7,68.06153846,219848,616,13.14545455
7858,5,3777,6,0.0,7,60.0,7.0,4,12000.0,1,22506.92308,0,1005885,0,954.5454545,15.0,763.6363636,5997,2000,3,8,2,3,1,377.37,0,755.4,1,8.24,2,0,4.0,1,40.7,205885,9,18.22727273
7859,7,0,5,0.0,24,6.0,9.0,4,18272.72727,0,22513.84615,0,1008158,1,801.1363636,17.0,640.9090909,9282,1988,5,10,1,0,1,476.34,0,0.0,8,21.087,6,0,9.0,3,52.9,208158,424,32.31
7860,10,6196,4,0.0,19,5.0,7.0,4,27181.81818,1,22520.0,0,1047479,1,890.9090909,15.0,763.6363636,7091,1995,3,12,1,3,0,758.78,0,0.0,9,11.53,2,0,10.0,5,41.03076923,247479,29,24.01818182
7861,10,0,2,0.0,42,94.0,34.0,0,23636.36364,0,22530.0,0,1009344,1,801.6666667,89.0,740.0,4018,1999,3,9,2,0,0,652.41,38,0.0,3,9.675,2,0,51.0,9,67.5,209344,471,23.81454545
7862,6,3821,6,0.0,23,9.0,7.0,0,22250.0,0,22540.0,0,1021782,1,833.1818182,9.0,769.0909091,2892,2005,5,10,2,5,0,559.7,0,0.0,1,17.56,4,0,5.0,9,87.46153846,221782,188,23.26090909
7863,10,7344,0,0.0,2,6.0,8.0,1,17727.27273,0,22547.30769,0,1024919,0,890.9090909,16.0,763.6363636,5328,2001,5,7,0,0,0,389.03,10,2203.2,13,18.99,4,9,10.0,2,90.92307692,224919,162,19.30909091
7864,10,471,2,0.0,11,17.0,6.0,4,10800.0,0,22549.84615,1,1005230,0,700.0,15.0,600.0,5479,1999,5,10,2,1,0,318.27,4,47.1,9,17.171,4,4,5.0,10,104.3538462,205230,148,39.49
7865,8,1097,0,0.0,14,5.0,5.0,4,3000.0,0,22555.38462,0,1015071,0,791.8181818,22.0,730.9090909,6728,1998,3,3,2,2,0,95.39,0,109.7,2,8.091,2,0,9.0,8,58.69230769,215071,244,19.37454545
7866,1,2111,1,0.0,13,8.0,3.0,4,13090.90909,0,22564.76923,0,1012079,0,736.3636364,8.0,589.0909091,6056,1999,3,2,0,0,0,361.38,0,0.0,1,5.32,1,0,6.0,9,65.8,212079,110,5.9
7867,3,13252,1,0.0,20,10.0,2.0,0,31000.0,0,22568.0,2,1017293,0,585.0,15.0,540.0,4778,2005,3,4,1,0,0,1158.25,0,1325.2,3,22.429,4,0,9.0,5,93.34615385,217293,431,26.58
7868,1,8252,4,0.0,8,5.0,6.0,4,18181.81818,0,22570.0,0,1025988,0,805.0,14.0,690.0,4321,2004,5,9,0,5,0,482.02,0,2475.6,2,14.031,3,0,8.0,7,56.0,225988,590,18.71
7869,4,0,5,0.0,6,6.0,7.0,4,18950.0,1,22573.84615,0,1014593,0,822.5,14.0,705.0,3410,2005,5,7,1,0,1,523.28,0,0.0,10,24.189,5,0,8.0,11,73.15384615,214593,131,33.61
7870,10,0,6,0.0,28,94.0,34.0,3,10909.09091,1,22575.0,0,1013926,1,780.0,89.0,720.0,4078,2000,3,11,1,0,0,317.54,61311,0.0,13,9.79,1,1,51.0,1,64.3,213926,54,16.35545455
7871,6,1668,5,0.0,30,5.0,14.0,4,21000.0,0,22580.92308,0,1033900,1,616.0227273,31.0,568.6363636,5479,1999,3,2,2,3,0,697.41,4,166.8,6,10.791,2,4,21.0,2,48.18461538,233900,129,16.11272727
7872,10,0,0,1.0,21,7.0,9.0,3,6545.454545,0,22580.92308,0,1027073,0,589.4318182,26.0,544.0909091,5419,2001,3,4,0,0,0,208.91,4,0.0,13,15.31,3,4,16.0,2,86.8,227073,38,19.63
7873,7,0,2,0.0,8,5.0,8.0,4,12000.0,2,22593.0,0,1008217,1,815.4545455,21.0,752.7272727,7731,1994,5,5,2,0,1,264.1,0,0.0,10,10.377,2,0,14.0,7,65.7,208217,304,28.37
7874,7,4506,3,1.0,23,6.0,6.0,4,17500.0,1,22594.15385,1,1015927,0,769.1666667,17.0,710.0,7793,1996,3,10,0,3,1,572.1,0,0.0,11,9.81,2,0,4.0,2,59.53846154,215927,104,19.89090909
7875,0,5767,1,0.0,9,1.0,14.0,3,14181.81818,0,22594.61538,0,1012005,0,705.3030303,19.0,604.5454545,3743,2005,3,12,1,2,0,378.2,0,1153.4,11,8.39,2,0,5.0,3,72.27692308,212005,187,12.74727273
7876,0,0,3,0.0,19,12.0,6.0,5,14545.45455,0,22601.53846,0,1004698,0,720.6818182,28.0,617.7272727,7762,1992,3,5,0,0,0,491.26,4,0.0,11,5.958,1,4,15.0,8,46.38461538,204698,416,14.88
7877,10,0,3,0.0,10,18.0,12.0,4,9454.545455,0,22602.0,0,1033642,1,700.0,28.0,600.0,4110,2003,3,10,2,0,1,274.63,4,0.0,10,14.31,3,4,7.0,1,75.57692308,233642,324,20.88
7878,-1,3047,4,1.0,8,19.0,6.0,4,12436.36364,1,22640.15385,0,1025736,1,920.4545455,32.0,736.3636364,7609,1993,5,1,2,4,0,303.31,971,609.4,13,22.22,4,0,22.0,11,69.92307692,225736,167,13.61454545
7879,10,4349,6,0.0,20,3.0,4.0,4,14727.27273,0,22652.30769,0,1047036,0,865.4545455,10.0,741.8181818,6117,1998,5,6,0,0,0,391.28,4,869.8,1,10.99,2,4,10.0,3,75.50769231,247036,276,14.16272727
7880,4,1274,1,0.0,8,3.0,6.0,2,10000.0,1,22654.61538,0,1027825,0,761.3636364,8.0,609.0909091,3987,2003,3,8,0,2,0,353.01,0,254.8,10,14.661,4,0,3.0,7,82.33846154,227825,171,10.60363636
7881,10,1824,1,0.0,36,12.0,10.0,0,16000.0,0,22658.07692,2,1002577,0,736.6666667,29.0,680.0,5174,2001,5,10,1,1,0,408.04,0,364.8,4,18.2,5,0,13.0,12,65.90769231,202577,249,23.21181818
7882,10,10422,6,0.0,13,19.0,5.0,4,24436.36364,0,22663.38462,0,1009020,0,937.5,30.0,750.0,6424,1997,5,7,1,4,0,513.47,0,0.0,1,14.663,3,0,15.0,2,44.90769231,209020,412,8.893636364
7883,10,0,6,0.0,37,12.0,15.0,3,12272.72727,0,22667.30769,0,1033925,0,690.3409091,22.0,552.2727273,3469,2004,5,12,1,0,1,367.09,4,0.0,2,17.919,4,4,9.0,6,56.8,233925,555,21.22909091
7884,10,0,3,0.0,23,8.0,12.0,4,13090.90909,0,22682.0,1,1047150,1,837.5,16.0,670.0,6635,1996,3,11,0,0,1,544.21,0,0.0,2,15.026,3,0,12.0,1,75.87692308,247150,188,32.05090909
7885,6,942,6,0.0,22,24.0,12.0,3,21818.18182,2,22683.23077,0,1014918,1,871.8181818,30.0,747.2727273,5266,2000,3,9,2,2,0,800.48,0,94.2,11,11.061,3,0,21.0,2,68.49230769,214918,149,29.41818182
7886,10,11115,1,0.0,13,94.0,34.0,3,24545.45455,1,22683.69231,0,1042159,1,886.3636364,89.0,709.0909091,7550,1991,5,3,2,1,0,662.95,1469,1111.5,1,10.539,2,0,51.0,11,32.52307692,242159,599,3.294545455
7887,3,828,6,0.0,3,6.0,7.0,5,32727.27273,0,22687.38462,0,1041005,1,954.5454545,8.0,763.6363636,12569,1980,3,10,2,3,0,982.02,4,0.0,4,9.891,2,4,5.0,3,65.69230769,241005,614,19.23
7888,0,0,5,0.0,45,23.0,5.0,4,38181.81818,0,22695.0,0,1015136,0,736.6666667,35.0,680.0,5783,1999,5,10,1,0,0,790.82,0,0.0,2,13.959,3,0,16.0,8,39.7,215136,643,15.28181818
7889,10,4953,5,0.0,8,3.0,9.0,4,24545.45455,1,22707.69231,1,1048104,0,791.8181818,21.0,730.9090909,8766,1991,3,8,1,0,0,1025.19,0,1485.9,12,15.389,3,0,14.0,8,59.16923077,248104,215,8.402727273
7890,9,3848,5,0.0,8,4.0,4.0,4,12272.72727,1,22720.0,0,1003460,1,746.5909091,20.0,597.2727273,9223,1989,3,8,0,3,0,463.09,4,384.8,2,6.291,1,4,10.0,11,60.0,203460,335,8.76
7891,10,12446,5,0.0,21,6.0,6.0,0,32727.27273,0,22726.15385,0,1044444,0,616.0227273,16.0,568.6363636,6332,1999,5,6,2,5,0,679.38,0,2489.2,13,14.069,3,0,6.0,10,48.6,244444,45,14.93181818
7892,9,0,2,0.0,21,10.0,4.0,2,8477.272727,0,22736.0,0,1016590,1,731.25,11.0,585.0,6544,1996,3,2,2,0,0,313.53,228,0.0,12,11.565,2,0,6.0,1,112.2692308,216590,163,33.0
7893,8,2444,1,0.0,8,15.0,3.0,4,9000.0,0,22752.15385,0,1008268,0,758.3333333,14.0,650.0,8919,1991,3,7,0,3,0,271.04,0,488.8,10,4.788,1,0,8.0,12,69.78461538,208268,145,20.22
7894,10,0,3,1.0,21,5.0,12.0,4,24818.18182,1,22756.46154,0,1024424,0,715.0,15.0,660.0,4261,2005,3,10,1,0,0,718.55,0,0.0,8,14.08,3,0,8.0,6,65.63076923,224424,253,29.44
7895,6,174,3,0.0,27,6.0,7.0,4,17727.27273,1,22770.0,0,1042406,0,639.5454545,9.0,548.1818182,5205,2001,5,7,2,1,0,343.84,0,17.4,10,14.663,3,0,8.0,10,51.26153846,242406,460,32.19272727
7896,7,0,1,0.0,9,3.0,9.0,3,20000.0,0,22776.92308,0,1043980,0,715.9090909,13.0,613.6363636,2222,2008,3,3,1,0,1,725.56,0,0.0,12,20.075,4,0,3.0,4,74.2,243980,280,22.42909091
7897,7,2418,2,0.0,19,5.0,5.0,1,13745.45455,0,22780.61538,0,1035099,0,865.4545455,7.0,741.8181818,3075,2008,3,9,2,1,0,607.28,4,725.4,3,17.99,4,4,7.0,2,114.8076923,235099,387,16.40909091
7898,10,0,5,0.0,4,17.0,2.0,3,24545.45455,1,22795.23077,1,1025449,0,607.1590909,7.0,560.4545455,10714,1986,5,4,1,0,0,671.74,0,0.0,2,12.29,3,0,4.0,8,88.30769231,225449,5,9.433636364
7899,10,410,2,0.0,35,6.0,9.0,5,2954.545455,0,22801.84615,0,1031348,1,803.6363636,13.0,741.8181818,5632,1999,3,5,0,3,0,87.42,8,82.0,13,17.171,4,7,4.0,10,87.3,231348,86,17.90181818
7900,0,8303,5,0.0,30,10.0,10.0,4,16772.72727,1,22806.0,0,1031201,0,828.3333333,29.0,710.0,9131,1989,5,11,0,5,0,429.11,0,830.3,7,15.378,3,0,15.0,11,44.5,231201,107,30.22363636
7901,7,3444,5,0.0,22,13.0,2.0,3,22690.90909,0,22817.53846,0,1040784,1,900.0,7.0,720.0,6482,1997,3,11,1,3,0,649.98,0,688.8,11,14.663,3,0,3.0,8,82.4,240784,238,12.85090909
7902,1,0,5,0.0,22,15.0,9.0,3,30000.0,0,22817.84615,0,1022502,0,821.3636364,20.0,758.1818182,4506,2002,5,7,2,0,0,702.88,0,0.0,4,12.879,3,0,11.0,11,35.76923077,222502,168,23.29090909
7903,6,7958,2,0.0,30,13.0,5.0,4,24000.0,1,22819.0,0,1020234,0,730.2272727,20.0,625.9090909,10501,1986,3,7,1,2,0,729.37,0,2387.4,13,5.93,1,0,12.0,4,37.84615385,220234,74,8.378181818
7904,2,3165,1,0.0,14,5.0,2.0,3,20681.81818,0,22836.15385,0,1032799,0,701.5909091,8.0,601.3636364,6877,1997,3,2,2,2,0,547.5,4,949.5,4,8.679,1,4,3.0,12,58.73076923,232799,19,19.28181818
7905,9,2569,1,1.0,46,25.0,11.0,4,22909.09091,0,22842.0,1,1048484,0,750.0,17.0,600.0,6057,1999,3,8,2,0,0,692.2,0,770.7,13,10.323,2,0,5.0,3,57.69230769,248484,547,32.37
7906,8,11055,6,0.0,7,4.0,11.0,4,24000.0,0,22845.0,0,1006113,1,850.0,13.0,680.0,3441,2007,3,8,1,3,0,790.17,0,0.0,13,11.39,2,0,8.0,1,59.6,206113,91,22.2
7907,7,2753,5,0.0,0,8.0,12.0,4,7681.818182,0,22851.92308,0,1037828,1,630.0,28.0,540.0,4595,2001,3,8,1,3,0,227.28,0,0.0,13,17.171,3,0,12.0,3,48.27692308,237828,119,13.62727273
7908,10,2893,4,0.0,32,10.0,8.0,0,9163.636364,0,22855.0,0,1019135,0,884.5454545,23.0,758.1818182,4200,2006,3,12,0,1,0,289.22,0,0.0,13,14.52,3,0,10.0,6,63.13846154,219135,137,37.33
7909,10,10993,5,0.0,35,10.0,2.0,1,22545.45455,2,22856.53846,1,1023365,0,856.8181818,9.0,790.9090909,7243,1993,3,2,2,3,0,761.46,50262,0.0,3,5.958,1,2,8.0,12,60.63076923,223365,610,20.39727273
7910,9,245,4,1.0,10,14.0,9.0,3,3845.454545,0,22867.38462,0,1019931,0,679.5454545,20.0,627.2727273,5783,2002,3,8,1,3,0,146.12,6,0.0,11,6.714,1,5,15.0,6,42.80769231,219931,48,26.29090909
7911,3,0,3,0.0,15,2.0,9.0,3,6545.454545,1,22878.0,0,1021540,0,868.6363636,15.0,801.8181818,9161,1990,3,9,0,0,0,251.36,0,0.0,10,8.998,2,0,8.0,10,37.61538462,221540,305,15.49090909
7912,10,0,1,0.0,0,6.0,3.0,5,3636.363636,0,22883.0,0,1045907,0,840.9090909,6.0,672.7272727,9191,1991,3,1,1,0,0,132.84,6,0.0,11,11.99,3,5,4.0,3,86.47692308,245907,263,18.41
7913,10,1984,1,0.0,24,6.0,5.0,4,14181.81818,0,22885.38462,0,1021104,1,887.5,31.0,710.0,7154,1993,3,6,0,3,0,381.04,32497,396.8,1,9.79,1,4,15.0,1,50.7,221104,628,15.84
7914,1,0,2,0.0,3,17.0,5.0,4,15000.0,1,22894.15385,0,1015893,0,845.8333333,9.0,725.0,6026,1998,3,10,0,0,0,469.29,0,0.0,3,7.101,1,0,6.0,4,76.13846154,215893,89,30.46909091
7915,6,7772,6,0.0,2,9.0,8.0,4,18000.0,0,22895.0,0,1025215,1,935.4545455,26.0,801.8181818,9282,1989,3,1,0,3,0,612.46,0,2331.6,12,7.12,1,0,22.0,6,36.9,225215,31,18.41454545
7916,10,7145,3,0.0,40,8.0,10.0,4,20454.54545,0,22899.69231,0,1045106,0,731.25,20.0,585.0,7854,1993,3,7,1,3,0,812.45,4,2143.5,4,11.539,2,4,12.0,1,51.1,245106,580,12.33
7917,7,3210,6,1.0,14,6.0,7.0,3,7272.727273,2,22913.69231,0,1030377,1,747.7272727,20.0,640.9090909,6028,1999,3,5,2,3,0,263.78,0,0.0,11,12.639,2,0,7.0,11,44.21538462,230377,116,28.61
7918,2,0,4,0.0,31,24.0,6.0,3,19090.90909,1,22915.38462,8,1045124,1,843.75,12.0,675.0,4840,2000,3,8,2,0,0,657.1,191,0.0,13,7.9,1,0,7.0,11,81.63076923,245124,266,24.0
7919,8,0,1,0.0,9,0.0,7.0,0,7272.727273,0,22923.46154,0,1027522,0,795.4545455,35.0,681.8181818,7609,1993,3,6,0,0,0,254.03,4,0.0,2,9.79,1,4,24.0,4,21.5,227522,158,10.73454545
7920,10,0,1,0.0,0,10.0,3.0,4,9818.181818,1,22935.69231,0,1021895,0,954.5454545,7.0,763.6363636,9557,1989,5,10,0,0,1,258.76,0,0.0,5,9.576,2,0,1.0,12,90.64615385,221895,142,34.64727273
7921,6,2888,1,0.0,3,8.0,7.0,1,19090.90909,0,22941.0,1,1012547,0,743.5606061,16.0,686.3636364,14884,1975,3,6,2,3,0,648.14,5,0.0,13,6.273,1,2,8.0,3,43.84615385,212547,192,9.196363636
7922,10,0,5,0.0,14,13.0,8.0,4,35000.0,0,22980.0,0,1030307,0,878.1818182,39.0,752.7272727,7854,1993,5,5,2,0,0,820.03,0,0.0,3,12.879,3,0,23.0,11,56.32307692,230307,517,11.26363636
7923,10,3764,3,0.0,8,4.0,5.0,3,15709.09091,1,22981.53846,0,1049457,1,653.8636364,13.0,560.4545455,5509,1999,3,4,1,3,0,465.67,0,0.0,12,11.165,2,0,8.0,5,59.1,249457,134,12.01090909
7924,2,0,6,0.0,13,3.0,6.0,3,13090.90909,0,22990.15385,0,1011041,0,785.9090909,11.0,725.4545455,3560,2004,5,9,0,0,1,391.56,4,0.0,3,16.29,4,4,5.0,6,70.9,211041,172,16.88727273
7925,10,684,6,0.0,27,9.0,3.0,3,8181.818182,0,22995.53846,1,1026908,1,694.3181818,8.0,640.9090909,6485,1997,3,5,0,0,0,324.98,0,0.0,5,10.49,2,0,6.0,2,57.7,226908,500,11.96181818
7926,10,9961,2,0.0,8,94.0,34.0,3,24000.0,0,23013.0,0,1003331,1,954.5454545,89.0,818.1818182,8797,1988,5,7,1,3,0,479.88,968,996.1,5,10.026,2,0,51.0,8,30.4,203331,361,15.46909091
7927,4,0,4,0.0,26,4.0,13.0,4,13090.90909,0,23017.0,3,1022700,1,675.0,24.0,540.0,10074,1988,3,9,1,0,0,398.52,0,0.0,7,13.189,3,0,7.0,4,65.36923077,222700,306,11.90454545
7928,-1,0,0,0.0,17,5.0,11.0,4,4545.454545,2,23038.15385,1,1036013,0,705.3030303,13.0,604.5454545,6574,1997,3,6,2,0,0,161.32,5,0.0,13,9.99,2,2,5.0,6,77.07692308,236013,865,25.74545455
7929,10,5642,5,0.0,12,6.0,8.0,0,13090.90909,0,23065.38462,1,1008946,0,700.0,36.0,600.0,5052,2001,5,1,2,0,0,269.31,4,1128.4,3,13.629,3,4,16.0,11,78.1,208946,49,6.86
7930,1,0,6,0.0,21,6.0,3.0,4,29545.45455,0,23071.15385,1,1048159,1,833.1818182,11.0,769.0909091,5389,2000,3,5,1,0,1,777.55,4,0.0,6,7.49,1,4,7.0,2,77.26153846,248159,45,11.78181818
7931,10,563,4,0.0,23,13.0,4.0,2,4200.0,1,23074.0,5,1034268,0,900.0,17.0,720.0,8584,1992,3,7,1,3,0,135.13,10,0.0,7,9.8,2,9,6.0,1,55.75384615,234268,529,30.07636364
7932,0,7430,6,0.0,18,12.0,2.0,2,20045.45455,1,23074.61538,0,1003310,0,995.4545455,32.0,796.3636364,5967,1998,5,10,2,0,0,578.37,0,743.0,13,14.65,3,0,21.0,2,31.38461538,203310,156,14.4
7933,3,0,4,0.0,26,12.0,4.0,0,32000.0,1,23075.07692,0,1039926,0,731.8181818,15.0,627.2727273,5541,2002,3,7,2,0,0,1062.71,0,0.0,10,10.791,2,0,9.0,9,33.6,239926,339,16.45363636
7934,6,0,1,0.0,18,21.0,4.0,4,24545.45455,0,23080.0,0,1031767,0,865.4545455,9.0,741.8181818,5660,2000,5,9,2,0,1,847.96,0,0.0,2,23.13,6,0,6.0,3,104.8923077,231767,348,19.13454545
7935,10,3325,4,1.0,17,2.0,10.0,4,13090.90909,0,23102.76923,0,1005156,1,840.0,12.0,720.0,4505,2002,3,4,2,3,0,536.63,0,665.0,9,18.18,5,0,10.0,8,108.5769231,205156,165,13.47545455
7936,10,0,5,0.0,13,5.0,16.0,3,6818.181818,0,23119.38462,0,1011287,1,750.0,34.0,600.0,8766,1993,3,4,1,0,1,316.3,4,0.0,5,29.49,6,4,16.0,4,66.27692308,211287,623,26.20909091
7937,0,0,2,0.0,42,27.0,6.0,5,41363.63636,0,23125.84615,0,1005004,0,775.8333333,15.0,665.0,4110,2005,5,3,1,0,1,973.64,0,0.0,11,22.35,5,0,5.0,6,72.2,205004,181,24.17454545
7938,10,2462,6,0.0,21,7.0,2.0,4,18181.81818,0,23134.46154,0,1002623,1,956.25,6.0,765.0,4626,2001,3,1,2,3,0,608.72,0,492.4,13,5.427,1,0,5.0,9,46.89230769,202623,38,11.64272727
7939,10,2026,2,0.0,2,6.0,11.0,4,9000.0,0,23148.0,0,1025936,0,999.0909091,27.0,856.3636364,8582,1992,3,1,0,3,1,277.45,4,0.0,12,7.579,1,4,12.0,7,21.8,225936,750,23.57181818
7940,0,0,4,0.0,3,10.0,6.0,4,13827.27273,0,23153.53846,0,1007513,1,624.8863636,34.0,576.8181818,5722,1997,3,7,2,0,1,394.84,412,0.0,8,11.799,2,0,17.0,3,63.0,207513,328,26.57272727
7941,3,339,6,0.0,21,4.0,12.0,3,5000.0,0,23156.0,0,1005764,0,900.0,19.0,720.0,10562,1986,3,12,0,3,0,159.4,5,33.9,10,9.17,2,2,9.0,11,57.34615385,205764,369,20.35
7942,4,0,0,0.0,21,1.0,7.0,4,14250.0,0,23166.76923,0,1038769,1,906.8181818,10.0,725.4545455,2619,2007,3,7,1,0,0,482.55,0,0.0,8,12.015,3,0,5.0,9,77.07692308,238769,38,11.34818182
7943,10,4275,5,0.0,42,6.0,14.0,4,13090.90909,0,23170.38462,0,1004685,0,968.1818182,16.0,774.5454545,13514,1977,5,11,1,5,0,260.85,0,0.0,13,12.089,2,0,9.0,11,58.4,204685,539,7.614545455
7944,5,6076,4,0.0,2,21.0,6.0,2,28363.63636,0,23172.0,0,1044140,1,816.6666667,15.0,700.0,4260,2003,5,9,1,4,0,607.62,0,1822.8,2,19.646,4,0,6.0,5,85.72307692,244140,2,16.46363636
7945,5,0,6,0.0,8,5.0,4.0,3,26890.90909,1,23179.61538,0,1017513,1,758.3333333,6.0,650.0,4138,2005,3,1,2,0,1,903.45,0,0.0,6,17.091,4,0,3.0,5,102.5769231,217513,134,46.18909091
7946,10,0,3,0.0,16,5.0,6.0,4,15504.54545,1,23195.0,0,1025537,0,736.6666667,11.0,680.0,4202,2001,3,5,1,0,1,650.71,21904,0.0,1,14.33,3,0,10.0,11,69.56923077,225537,289,22.01454545
7947,10,0,1,0.0,24,5.0,9.0,0,23636.36364,0,23199.23077,0,1009924,0,790.8333333,27.0,730.0,6269,1999,3,1,1,0,0,643.0,0,0.0,1,10.725,2,0,12.0,3,39.5,209924,521,29.6
7948,10,2055,2,0.0,13,16.0,8.0,3,13090.90909,1,23208.46154,0,1034602,1,834.1666667,22.0,715.0,6879,1994,3,7,2,3,0,417.81,42021,616.5,11,13.779,3,0,12.0,5,78.3,234602,523,22.71272727
7949,9,0,5,0.0,13,38.0,11.0,3,18181.81818,0,23210.76923,0,1039687,1,912.5,22.0,730.0,4626,2004,3,2,0,0,0,640.57,4,0.0,11,8.541,2,4,12.0,10,67.26923077,239687,677,17.33
7950,4,4527,0,0.0,15,13.0,5.0,4,23000.0,0,23210.76923,0,1005695,0,651.4772727,9.0,601.3636364,5967,1999,3,10,0,3,0,704.83,0,905.4,3,7.139,1,0,6.0,2,38.55384615,205695,305,23.18181818
7951,5,1011,2,0.0,14,5.0,6.0,4,16727.27273,0,23218.0,0,1004899,1,801.1363636,16.0,640.9090909,4444,2001,5,11,2,4,0,443.65,1724,101.1,10,17.171,3,0,10.0,1,69.92307692,204899,116,14.08090909
7952,10,3112,2,0.0,13,15.0,8.0,1,12000.0,1,23220.61538,0,1036294,0,810.8333333,25.0,695.0,5326,2002,3,8,0,3,0,395.66,0,622.4,11,11.49,2,0,11.0,3,36.18461538,236294,124,27.09
7953,10,176,6,0.0,8,6.0,11.0,4,2045.454545,0,23228.30769,0,1031290,0,682.5,26.0,585.0,13849,1977,3,12,1,3,0,79.7,6,17.6,5,8.253,2,5,11.0,11,52.15384615,231290,143,13.97
7954,6,7884,3,0.0,8,5.0,8.0,3,26181.81818,1,23233.53846,0,1010298,0,715.9090909,24.0,572.7272727,3256,2006,3,11,0,2,0,774.3,4,2365.2,3,9.99,2,4,18.0,10,36.55384615,210298,56,9.045454545
7955,10,8466,1,0.0,45,9.0,5.0,3,14625.0,0,23237.30769,1,1045567,0,816.6666667,16.0,700.0,14822,1977,3,1,1,2,0,655.5,0,0.0,4,17.127,4,0,7.0,8,49.61538462,245567,642,25.80545455
7956,9,649,0,0.0,2,4.0,5.0,4,6136.363636,1,23246.46154,0,1016756,0,664.7727273,10.0,613.6363636,4870,1999,3,12,2,3,0,253.11,43007,194.7,1,13.11,2,5,7.0,4,51.47692308,216756,31,4.352727273
7957,10,3240,0,0.0,15,6.0,3.0,0,5727.272727,2,23247.69231,0,1020518,0,851.6666667,7.0,730.0,8066,1992,3,8,1,3,0,223.16,0,972.0,13,9.17,2,0,6.0,9,96.1,220518,81,5.541818182
7958,-1,0,1,0.0,2,2.0,15.0,4,9818.181818,1,23258.76923,0,1039988,0,630.0,28.0,540.0,11291,1985,3,1,2,0,1,386.09,0,0.0,0,8.82,2,0,11.0,12,55.5,239988,31,37.62545455
7959,4,0,0,0.0,2,14.0,2.0,4,10909.09091,0,23263.84615,0,1033934,0,689.3939394,11.0,636.3636364,5356,2002,5,9,2,0,0,285.8,6,0.0,13,13.545,3,5,10.0,5,120.6153846,233934,405,16.30636364
7960,7,1292,1,0.0,3,8.0,15.0,4,11454.54545,2,23271.0,0,1005762,0,680.1136364,17.0,544.0909091,3501,2006,5,5,1,5,0,323.37,0,0.0,8,15.037,3,0,9.0,12,56.2,205762,635,23.82545455
